id,QA,line
877701,430,"Oh no no, no no, you see, what I had planned shouldn't take more that 2, 3 minutes tops."
877801,430,"Oh, 200 seconds of passion. We gotta go."
877901,430,"But um, here's an idea, have you ever worn women's underwear?"
878001,430,"Well, ye, yes, actually, but, uh, they were my Aunt Edna's, and there were three of us in there."
878101,430,"Well I was thinking it would be um, kind of sexy if you wore mine tonight, at dinner."
878201,430,You want me to wear your panties?
878301,430,Could ya?
878401,430,"Well, if I was wearing your underwear then, uh, what would you be wearing?... You're swell."
878501,431,"OK, got the music, got the dinner. Oh and check it out, I made Marcel's favorite dish, banannacake."
878601,431,Ooh.
878701,431,With mealworms.
878801,431,"Yaaahhh. Ahhh, candles. What'dya thinks gonna happen here tonight?"
878901,431,"Hello. Oh hi, are you on your way ove-. Oh. No, no, I, I understand, I mean a monkey's gotta work. No it, it's no big deal, it' not like I uh, had anything special planned. Yeah OK, OK. OK, OK, bye."
879001,432,"OK, Rachel, why don't you start talking first."
879101,432,"Alright, I feel that this is totally unjustified. She gave me the green light, I did nothing but-. Do you think I can't see you in the TV set?"
879201,432,"Alright Monica, if there is something that you would like to share..."
879301,432,"Ya know, you had no right to go out with him."
879401,432,That is the most ridiculous.
879501,432,You sold me out.
879601,432,I did not sell you out.
879701,432,Yes you did. Absolutely.
879801,432,Would you let me talk.
879901,432,Did you just flick me?
880001,432,"OK, well, you wouldn't let me finish and I was jus- Ow. That hurt"
880101,432,Quit flicking
880201,432,"Ow, you stop flicking."
880301,432,You flicked me first.
880401,432,"OK, now I'm gonna kick some ass."
880501,432,Ow. Ow. Ow.
880601,432,"Alright, now I will let go if you both stop."
880701,432,"Oh, what do you, you want me to stop seeing him, is that what you want?"
880801,432,Uh-huh.
880901,432,You want me to just call him up and tell him that you're seeing him instead? That's what you want?
881001,432,OK.
881101,432,Oh that's what you want.
881201,432,Yes.
881301,432,Fine.
881401,432,"Fine,"
881501,432,"There we go.You know what, if we were in prison, you guys would be, like, my bitches."
881601,433,Thanks for letting me tag along tonight you guys.
881701,433,Forget about it.
881801,433,How you doin there squirmy?
881901,433,I'm hangin in... and a little out.
882001,433,"So, assistant to the director. That's a really exciting job, I mean, you must have a ton of cool responsibilities."
882101,433,I have nothing to do with casting.
882201,433,So what're you guys gonna eat?
882301,433,How come all I can think about is putting that ice in my mouth and licking you all over?
882401,433,Because I went to an all boys high school and God is making up for it.
882501,433,"I want you right here, right now."
882601,433,"Right now, right here. Don't ya think we're in kind of a public plaaa They do have the shrimp."
882701,433,Meet me in the bathroom.
882801,433,I'm going to the bathroom now.
882901,433,C'mon.
883001,433,I can't believe we're doing this.
883101,433,"Alright mister, let's see those panties."
883201,433,Alrighty.
883301,433,Ooh. Ooh. But y'know what would be even sexier?
883401,433,What?
883501,433,If you didn't have your shirt tucked into them.
883601,433,Oh.
883701,433,Alright. Now I would like to see you wearing nothing but them. Take your clothes off.
883801,433,"OK, but uh, I hope you realize this means we're gonna miss hearing about the specials."
883901,433,"C'mon hurry, hurry."
884001,433,"Hey, do you want this done quick, or do you want this done right?"
884101,433,"Alright, turn around. Time to see you from behind."
884201,433,OK.
884301,433,"Oh, somebody's been doing his buns of steel video."
884401,433,"Well, you want me to uh, clench anything, or-... Susie? Susie."
884501,433,This is for the fourth grade.
884601,433,"Huh? Where, whaddya mean?"
884701,433,"Whaddo I mean. Whaddya mean, whaddo I mean? I mean underpants, mister, that's what I mean."
884801,433,"What, what's what you mean?"
884901,433,"My skirt, you lifted, kids laughing. I was Susie Underpants 'till I was 18."
885001,433,That was in the fourth grade. How could you still be upset about that?
885101,433,"Well um, why don't you call me in 20 years and tell me if you're still upset about this."
885201,433,"Alright, I hope you realize you're not getting these underpants back."
885301,434,"I can't believe this, just like 2 weeks ago I was watching Sudden Death, now I'm on a date with Jean-Claude Van Damme. Can you beat up that guy? Can you beat up that guy?"
885401,434,Sure.
885501,434,"This is so wild. Y'know, I gotta admit, I was kinda surprised that you agreed to go on a blind date."
885601,434,"Normally, I would not do it."
885701,434,"Well, what made you make the exception for me?"
885801,434,"'Cause Rachel told me uh, you were dying to have a threesome with me and uh, Drew Barrymore. By the way, Drew has some groundrules and..."
885901,435,Say you're sorry.
886001,435,No.
886101,435,Say it.
886201,435,No.
886301,435,"Rachel, you say you're sorry or your sweater gets it."
886401,435,"OK, OK, that is my favorite sweater, that is my third date sweater."
886501,435,Say you're sorry.
886601,435,"OK, you wanna play? OK, let's play, let's play."
886701,435,What're you gonna do?
886801,435,You give me back my sweater or it's handbag marinara.
886901,435,You don't have the guts.
887001,435,"Oh yeah. Well, at least I wasn't too chicken to tell some guy I thought he was cute."
887101,435,"Oh alright, stop, STOP THE MADNESS. This is crazy. Who can even remember why this even started in the first place?"
887201,435,"Yes that's right. But still, I , look at your purse, look at your sweater, look at yourselves."
887301,435,I'll help you fix your sweater.
887401,435,I'll help you throw out your purse.
887501,435,I'm sorry that I made you stop seeing him.
887601,435,"Well, I'm sorry I went out with him when I knew you liked him."
887701,435,I'm sorry that I borrowed your gloves
887801,436,Joey?
887901,436,Ma?
888001,436,Joey!
888101,436,"Chandler? What're you still doin' here, I though you guys took off."
888201,436,"Oh, no no no, she took off with my clothes."
888301,436,Are you naked in there?
888401,436,Not exactly... I'm wearin panties.
888501,436,"Huh, you uh, you always wear panties?"
888601,436,"No, no, this is the first time."
888701,436,"Wow, talk about your bad luck, I mean, the first time you try panties and someone walks off with your clothes."
888801,436,"I was not trying them out, Susie asked me to wear them."
888901,436,"Well, let me see."
889001,436,"No. I'm not letting you or anybody else see, ever."
889101,436,"Alright, alright. Woah, someone's flossing."
889201,436,"Joey, some people don't like that."
889301,436,Chandler's wearing panties.
889401,436,What? Let me see.
889501,436,"No, no, you don't have to see."
889601,436,Hi Tushie.
889701,436,"Alright, one of you give me your underpants."
889801,436,"Can't help you, I'm not wearing any."
889901,436,How can you not be wearing any underwear?
890001,436,"Oh, I'm gettin' heat from the guy in the hot pink thong."
890101,436,Alright look Ross I'll give you 50 dollars for your underpants.
890201,436,Hi.
890301,437,"Hey Phoebs, can I have the milk after you?"
890401,437,"I'm almost done with it, keep your panties on."
890501,437,"Hey, hey, and I'm in the movie."
890601,437,What happened?
890701,437,"One of the virus victims called in sick, so Cathy recommended me and boom, I'm dying on the gurney. Oh Ross, Marcel just finished his last scene if you want to go down there and say goodbye."
890801,437,"Ahh, oh that's OK, I mean, he's probably got, you know, parties to go to and stuff. But, y'know, he's moved on. Hey, that, that's the way it goes right."
890901,437,Oh my God.
891001,437,What?
891101,438,"I'm sorry it didn't work out between you and me, or you and me. Drew was very disappointed."
891201,438,"OK, well, bye."
891301,438,Goodbye.
891401,438,"Well, bye for me too."
891501,438,"OK, well, bye-bye again."
891601,438,OK.
891701,438,"Perhaps, uh, the three of us, just could..."
891801,438,"Oh, no no no."
891901,438,"Are you sure, I can crush a walnut with my butt."
892001,438,no no.
892101,438,Impressive.
892201,438,But no. Maybe if I were baking.
892301,438,Bye-bye.
892401,439,"Bye Marcel. See ya on the big screen. You keep people drinkin' that beer, OK. I miss you buddy."
892501,439,"You know, I think I want to write a song about all this."
892601,439,Oh yeah.
892701,439,"Yeah. Oh, except one of the strings on my guitar is broken. Hey, Chandler, can I borrow your G-string?"
892801,439,How long you been waitin' to say that?
892901,439,About 20 minutes. CLOSING CREDITS
893001,440,"Can't you see what's going on here, this man is dying."
893101,440,aaagggghhhh.
893201,440,Cut.
893301,440,"Can't you see what's going on here, this man is dying."
893401,440,aaagggghhhh.
893501,440,Cut.
893601,440,"Can't you see what's going on here, this man is dying."
893701,440,aaagggghhhh. Mommy
893801,440,Cut.
893901,440,"Can't you see what's going on here, this man is dead."
894001,441,Hey.
894101,441,Hey. Hold on a second. Huh?
894201,441,"Nice, nice. Hey I got somethin' for you."
894301,441,What's this?
894401,441,Eight hundred and twelve bucks.
894501,441,"Well, I don't know what Big Leon told ya but it's an even thousand if you want me for the whole night. What is this for?"
894601,441,"Well, I'm makin money now and this is payin' you back for head shots, electric bills, and so many slices of pizza I can't even count. I love ya man."
894701,441,"Well, thanks man. Now I can get my pony."
894801,441,"Hey, this is a little extra somethin' for uh, y'know, always bein' there for me."
894901,441,"Wow, I don't know what to say. Wow, I, I don't know what to say."
895001,441,"Heh, what d'ya say?"
895101,441,I don't know. It's a bracelet.
895201,441,"Isn't it? And it's engraved too, check it out."
895301,441,To my best bud. Thanks best bud.
895401,441,Put it on.
895501,441,"Oh, now? No, no, I think something this nice should be saved for a special occasion."
895601,441,"Oh, no no, that's the beauty part, it goes with everything. You put this on, you're good to go. Ohhh man, you are so wearin' that bracelet."
895701,441,I so am.
895801,441,You have any idea what this'll do for your sex life?
895901,441,"Well, it'll probably slow it down at first but, once I get used to the extra weight, I'll be back on track."
896001,442,"Well, this all looks good."
896101,442,Great.
896201,442,And if I want to call for a reference on your last job?
896301,442,"Oh, that's there on the bottom, see the manager, Chandler Bing."
896401,442,"Alright, lets see if you're as good in person as you are on paper. Make me a salad."
896501,442,"A salad? Really I, I could do something a little more complicated if you like."
896601,442,"No, just a salad will be fine."
896701,442,You got it.
896801,442,"Now, I want you to tell me what you're doing while you're doing it."
896901,442,"Alright, well I'm tearing the lettuce."
897001,442,Uh-huh. Is it dirty?
897101,442,"Oh-oh, no no don't worry, I'm gonna wash it."
897201,442,"Don't, I like it dirty."
897301,442,That's your call.
897401,442,"So, uh, what are you going to do next?"
897501,442,"Well, I thought that I would cut up the tomatos."
897601,442,"Are they, uh, firm?"
897701,442,They'r alright.
897801,442,"You sure they haven't gone bad? You're sure they're not very, very bad?"
897901,442,"No really, they're OK."
898001,442,You gonna slice them up real nice?
898101,442,"Actually, I was gonna do them jullienne."
898201,442,aaahhhh.
898301,442,I'm outa here.
898401,443,"Y-ello. No, Rachel's not here right now, can I take a message? Alright, and how do we spell Casey, is it like at the bat or and the Sunshine Band? OK, bye-bye. Hey, who's this uh, this Casey?"
898501,443,"Oh, some guy she met at the movies."
898601,443,"Oh really? What uh, what does he want with her?"
898701,443,"Well, I'm guessing he wants to do a little dance... y'know, make a little love... well pretty much get down tonight."
898801,443,"I don't know, I don't get, I don't get it, I mean, wh, wh, two months ago Rachel and I were like, this close. Right now, what, I'm takin messages from guys she, she meets at the movies? I mean this, this Casey should be takin' down my messages, y'know, or, or, Rachel and I should be together and, and we should get some kind of me, message service."
898901,443,"Hang in there, it's gonna happen."
899001,443,"Wha, OK, now how do you know that?"
899101,443,Because she's your lobster.
899201,443,"Oh, she's goin' somewhere."
899301,443,"C'mon you guys. It's a known fact that lobsters fall in love and mate for life. You know what, you can actually see old lobster couples walkin' around their tank, y'know, holding claws like..."
899401,443,"Hey, you feelin' better?"
899501,443,"Yeah, I think that fifth shower actually got the interview off me."
899601,443,"So, do you have any other possibilities?"
899701,443,"Oh yeah, well there's the possibility that I won't make rent."
899801,443,"Monica, if you want, I can lend you some money."
899901,443,"No no no, if I couldn't pay you back right away then I'd feel guilty and tense every time I saw you."
900001,443,"Oh OK. Well then why don't you, uhh, why don't you borrow it from mom and dad? You feel guilty and tense around them already. You might as well make some money off of them."
900101,443,"Ya know, the man's got a point."
900201,443,What is that sparkly thing?
900301,443,"That thing, it's a uhh... yeah it's, it's a little flashy."
900401,443,"No no, no no, it's not flashy, not for a Goodfella."
900501,443,"Man, man that is sharp. It must have cost you quite a few debloons."
900601,444,Hi.
900701,444,Hi.
900801,444,Hi darling.
900901,444,"So, what's this."
901001,444,Some of your old stuff.
901101,444,"Well sweetie, we have a surprise for you. We're turning your room into a gym."
901201,444,"Wow, that is a surprise. Just one little question, uh, why not Ross's room?"
901301,444,"Gosh, we talked about that but your brother has so many science trophies and plaques and merit badges, well we didn't want to disturb them."
901401,444,"Oh, God forbid."
901501,444,"Oh, hi Rachel."
901601,444,Hi.
901701,444,"Oh, we were so sorry to hear about your parents splitting up, dear."
901801,444,"Oh, well, you know, they're just separated so, you know, never know, we'll see."
901901,444,"Well, I can't say any of us were surprised. Your parents have been unhappy ever since we've known them. Especially after that incident in Hawaii."
902001,444,"What, what incident?"
902101,444,"Uhh, naa, no no no, I, I must be thinking of someone else, uh, maybe me. Don't you have some folding to do? Go fold dear. Fold. You fold."
902201,445,Do you want a refill?
902301,445,"No, I'm alright, thanks."
902401,445,"OK. Ooh, OK, you gotta give me a second, I wanna get this just right. Dude, 11 o'clock, totally hot babe checkin' you out. That was really good, I think I'm ready for my penis now."
902501,445,"I know what you're thinking, Dave Thomas, founder of Wendy's."
902601,445,I'm Gail.
902701,445,Chandler.
902801,445,"I, I really have to be somewhere but it was nice meeting you."
902901,445,"What? Oh this is excellent. You know he coulda gotten me a VCR, he coulda gotten me a set of golf clubs, but no, he has to get me the woman repeller, the eyesore from the Liberace house of crap."
903001,445,It's not that bad.
903101,445,"Oh, yeah, easy for you to say, you don't have to walk around sporting some reject from the Mr. T collection."
903201,445,"Chandler, Chandler."
903301,445,"I pity the fool who puts on my jewelry, I do, I do. I pity the fool that... Hi. Hey man, we were just doin' some uhh, impressions over here. Do your Marcel Marceau. That's actually good."
903401,446,"Would you look at that guy, I mean how long has he been talking to her. It's like, back off buddy she's a waitress not a geisha."
903501,446,I think she's OK.
903601,446,"Look at that, look at that, see how she's pushing him away and he won't budge. Alright, I'm gonna do something. Excuse me, are you Rachel?"
903701,446,What?
903801,446,"I'm Ross Geller. Wha, I'm, God in your add you said you were pretty but wow."
903901,446,"What are you, what are you doin'?"
904001,446,"Oh, oh my God, is this the wrong day? I don't believe it, uh, well, hey, I guess if it works out we'll, we'll have something to tell the grandkids."
904101,446,"Sure will. I've uh, gotta go. Take care."
904201,446,"OK, see ya later, nice meeting you. You're welcome."
904301,446,What?
904401,446,I was saving you.
904501,446,"Saving, saving, saving me from the pleasant conversation with the interesting man, saving me?"
904601,446,"Oh, see from where I was sitting I uh..."
904701,446,"OK, Ross, listen to me, I am not yours to save."
904801,446,"But, you are."
904901,446,What?
905001,446,"Uh, uh, well you're, umm, you're my lobster."
905101,446,"OK, you know what, are, are you being like, the blind date guy again?"
905201,446,"No no, you're uh, you're my lobster. See um, lobsters, uhh, in the tank when, when they're old, uhh, they get with, uhh, they walk around holding the claws. In the tank, y'know, with, with the holding and... Uhh, Phoebs you wanna help me out with the, the whole lobster thing?"
905301,446,Do the claws again.
905401,446,"Rach. OK, forget, forget the lobsters OK. We're, let's talk, what about us?"
905501,446,"Ross, there is no us, OK."
905601,446,"No, but..."
905701,446,"No, listen to me. I fell for you and I get clobbered. You then fall for me and I again, somehow, get clobbered. I'm tired of being clobbered, y'know, it's, it's just not worth it."
905801,446,"Well, but, but..."
905901,446,"NO but Ross. We are never gonna happen, OK. Accept that."
906001,446,"E-except, except that what?"
906101,446,"No, no, ACC-cept that."
906201,446,Oh.
906301,447,"Hey man, look it's my best bud. How ya doin? Wow, you are really gettin' good at that Marcel Marceau thing. Hey, whaddya say uh, we play some ball, you and me, huh, whaddya say? OK, that's my bad."
906401,447,"If you hated the bracelet so much, Chandler, you should have just said so."
906501,447,"Well, doesn't the fact that I wore the bracelet even though I hated it say something about our friendship and how much it means to me?"
906601,447,"Well, what about the fact that you insulted the bracelet and you made fun of me?"
906701,447,"OK, well that's the part where I'm a wank. But I was hoping we wouldn't focus on that. Hey, c'mon man, I said I was sorry like a hundred times, I promise I will never take it off my... wrist. But if, if you want to stay in there and be mad, you know, you just uh, you stay in there."
906801,447,You know what the...
906901,447,"I am here, on my knees, holding up these couch cushions as a symbol of my sorrow and regret, much like they did in biblical times. Though you may haveth anger now..."
907001,448,"You know, that Steffi Graf has quite a tush. I'm just saying, it's right there."
907101,448,Hey guys.
907201,448,"Hi, darling. Where's my grandson, you didn't bring him?"
907301,448,"No, he's at uh, Carol's and Susan's today."
907401,448,A woman in my office is a lesiban. I'm just saying.
907501,448,"Oh, Jack look, there's that house paint commercial that cracks you up."
907601,448,Where have you been?
907701,448,"Emotional hell. So, did they lend you the money yet?"
907801,448,"No, but that's probably 'cause I haven't asked them yet."
907901,448,"C'mon Monica, do it. Hey, you guys, um, Monica has some news."
908001,448,"Um, yeah, so uh, uhh, listen, I'm sorry I didn't tell you this before but umm, I, I'm no longer at my job, I, I had to leave it."
908101,448,Why?
908201,448,Because they made me.
908301,448,You were fired? What're you gonna do?
908401,448,"Judy, Judy, relax, this is our little harmonica we're talking about. We taught her well. Ten percent of your paycheck, where does it go?"
908501,448,In the bank.
908601,448,"There you go. So she dips into her savings, that's what it's there for. She's gonna be fine, and if you need a little extra, you know where to find it."
908701,448,Anything larger back there?
908801,449,I can't believe it.
908901,449,Would you stop already? Get out of the bitter barn and play in the hay.
909001,449,"Oh, you're right I, I should play in the hay. Forget about the fact that I just dropped 400 dollars to replace a bracelet that I hated to begin with. Bring on the hay."
909101,449,Hey. I've got something that's gonna make you happy. Guess what Gunther found?
909201,449,"Hey now you have two. Oh, now you have two."
909301,449,"What am I gonna do, huh?"
909401,449,Hey.
909501,449,Hey.
909601,449,How come you have two?
909701,449,Well this one's for you.
909801,449,Get out.
909901,449,"No, I can't. No no, listen, I, I know how much this means to you and I also know that this is about more than just jewelry, it's about you and me and the fact that we're best buds."
910001,449,"Wow, is this friendship? I think so. Check it out, we're bracelet buddies."
910101,449,That's what they'll call us.
910201,450,"Here you go, you can pay me back whenever you like."
910301,450,You have dinosaur checks?
910401,450,"Yeah, yeah I mean, you get your money and you learn a little something, what's wrong with that?"
910501,450,"Nothin', nothin', hey you're a cheapasaurus. I'm kidding, I'm kidding, thank you, I'm very greatful."
910601,450,"Hey, Mon, what is this?"
910701,450,"Oh, um, that was my bathing suit from high school. I was uh, a little bigger then."
910801,450,"Oh, I thought that's what they used to cover Connecticut when it rained."
910901,450,"Hey Monica, what's on this video tape?"
911001,450,"Hey, you got me, put it in."
911101,450,Oh.
911201,450,Hi.
911301,450,Hi.
911401,450,"Over here Jack. OK. I see, Rachel's coming up the path. Oh doesn't she look pretty. Jack, get this."
911501,450,Oh my God.
911601,450,What is with your nose?
911701,450,"They had to reduce it because of, of my deviated septum."
911801,450,"OK, I was wrong, that's what they used to cover Connecticut."
911901,450,"You know what this is, this is us getting ready for the prom."
912001,450,Oh.
912101,450,"You know what, you guys, we don't have to watch this."
912201,450,Oh yeah we do. C'mon.
912301,450,Get a shot of Monica. Where's Monica.
912401,450,Over here dad.
912501,450,"Wait, how do you zoom out? There she is."
912601,450,Some girl ate Monica.
912701,450,"Shut up, the camera adds ten pounds."
912801,450,"Ahh, so how many cameras are actually on you?"
912901,450,"Oh, you look so great."
913001,450,"Ahh, so do you, beautiful."
913101,450,Oops.
913201,450,What?
913301,450,"Shoot, I think I got mayonaise on you."
913401,450,"Oh, that's OK, it's just the shoulder, it's not my dress."
913501,450,Everybody smile.
913601,450,"Oh, dad, turn it off."
913701,450,It is off.
913801,450,"Dad, it is not. What's with the red light?"
913901,450,It's the off light. Right Ross?
914001,450,Lookin' good Mr. Cotter.
914101,450,You look pretty tonight.
914201,450,"Oh, thanks. So, uh, what are you gonna do this summer?"
914301,450,"Oh, you know, I'm just gonna, I'm gonna hang out, work on my music."
914401,450,"Is my hook unhooked? These things keep falling down, I can't..."
914501,450,"Uh, hold, let me see, I don't know. So what're you gonna do..."
914601,450,"Oh, the guys are here."
914701,450,this summer?
914801,450,Work on your music?
914901,450,"Oh my God, look there's Roy Gublik."
915001,450,"Ya know, Roy saw Star Wars 317 times. His name was in the paper."
915101,450,"Where's Chip, why isn't he here yet?"
915201,450,"He'll be here OK, take a chill pill."
915301,450,I just told Rachel that Roy touched my boob.
915401,450,"I can't go to my own prom without a date, I can't, it's too late."
915501,450,If you're not going then I don't want to go either.
915601,450,"Oh, I'm gonna kick Chip's ass."
915701,450,I have a wonderful idea. You should take Rachel to the prom.
915801,450,Doubtful.
915901,450,"Jack, give me that. Talk to your son."
916001,450,"Your mother's right. Take her, you can wear my tux."
916101,450,"Dad, she won't want to go with me."
916201,450,"Of course she would, you're a college man."
916301,450,I don't know.
916401,450,"Well, c'mon. Don't ya want to find out?"
916501,450,"I can't believe I don't get to go to my own prom, this is so harsh."
916601,450,OK. Hold my board.
916701,450,Atta boy.
916801,450,"OK, you guys, y'know, I think we've seen enough, let's turn it off."
916901,450,"No, no, no."
917001,450,"OK, fine, well I'm not gonna watch, alright."
917101,450,"C'mon kid, let's go."
917201,450,"Ahh, are you hadsome."
917301,450,Let's show 'em.
917401,450,"Uh, just a sec dad. OK, be cool, just be cool. OK dad."
917501,450,"Rachel, ready or not, here comes your knight in shining... oh no."
917601,450,Bye.
917701,450,"Oh, dear. Jack, how do I turn this off?"
917801,450,Press the button.
917901,450,"Which one? Which button, Jack."
918001,450,"The button, the button."
918101,450,I can't believe you did that.
918201,450,"Yeah, well."
918301,450,"See, he's her lobster."
918401,451,Dance with him.
918501,451,"Mom, I'm hungry."
918601,451,Dance with your father.
918701,451,I may not know any of your flash dances but I'm no slouch on the dance floor.
918801,451,Alright.
918901,451,"Oh, Jack."
919001,451,"Oh, Judy. Oh, Judy."
919101,451,"Oh, ohhhh."
919201,452,"Alright, no peeking. No peeking, no peeking, no peeking."
919301,452,"Alright, alright, but you better be wearing clothes when I open my eyes."
919401,452,Alright open your eyes.
919501,452,Sweet mother of all that is good and pure.
919601,452,Huh? Days of our Lives picked up my option.
919701,452,Congratulations!
919801,452,I know.
919901,452,Now we can finally watch Green Acres the way it was meant to be seen.
920001,452,Uh-huh.
920101,452,"So uh, which one is mine?"
920201,452,"Whichever one you want, man. Whichever one you want. Not that one."
920301,452,Ohh yes.
920401,452,"Ohh yeah, that's the stuff."
920501,452,Do we dare?
920601,452,We dare.
920701,452,Aaahhhh. aaaHHHHHH.
920801,453,I can't believe two cows made the ultimate sacrifice so you guys could watch TV with your feet up.
920901,453,Well they were chair-shaped cows. They never would have survived in the wild.
921001,453,"This screen is amazing, I mean Dick Van Dyke is practically life-size."
921101,453,Woah!
921201,453,"Rose Marie really belongs on a smaller screen, doesn't she?"
921301,453,Hi you guys.
921401,453,Hey.
921501,453,Hey you.
921601,453,Hey you.
921701,453,"Woah, hey, yo."
921801,453,"So, uh, how was your day?"
921901,453,"Oh you know, pretty much the usual, uh, sun shining, birds chirping."
922001,453,Really? Mine too.
922101,453,"Hey cool, mine too."
922201,453,"Yeah, yeah, yeah. I got to get to the museum. So um, I'll see you tonight."
922301,453,OK.
922401,453,Bye guys.
922501,453,Bye.
922601,453,Tonight?
922701,453,"Hey, yo."
922801,453,What's tonight?
922901,453,It is our first official date. Our first date.
923001,453,"Uh, hello."
923101,453,Hi.
923201,453,"Tonight you're supposed to waitress for me, my catering thing, any of those words trigger anything for you?"
923301,453,"God, oh God Monica, I forgot. This is our first date."
923401,453,Yes but my mom got me this job.
923501,453,"OK, I can be a waitress, I can be a waitress."
923601,453,"Oh, thank you, thank you, thank you, thank you. See Phoebe, Phoebe."
923701,453,"Really Phoebs? Because, you know, you'd have to be an actual waitress. This can't be like your 'I can be a bear cub' thing."
923801,453,"I can be a waitress. OK watch this. Um, gimme two number ones, 86 the bacon, one Adam and Eve on a raft and rick'em, la la la, la la la."
923901,454,It's James Bond.
924001,454,Sorry we're late.
924101,454,"Ah, that's OK, come on in. Um, I'm sorry, is Monica Geller coming? I was told she was."
924201,454,"Dr. Burke, it, it's me."
924301,454,"Monica? My God you used to be so... I mean you, you, you, you must have lost like... You look great."
924401,454,Thank you. This is my friend Phoebe. She's gonna be helping me tonight.
924501,454,"Hi Phoebe, nice to meet you. So, how ya been?"
924601,454,"I've been great, just great. How have you been?"
924701,454,"Oh, well obviously you know Barbara and I split up, otherwise you wouldn't have done the head tilt."
924801,454,The head tilt?
924901,454,"Yeah, since the divorce, when anybody asks me how I am, it's always with a sympathetic head tilt. 'How ya doin'? You OK?'"
925001,454,I'm sorry.
925101,454,"No no, it, it's fine, believe me. I do it too. I always answer with the 'I'm OK' head bob. 'I'm OK.' 'You sure?' 'Yeah, I'm fine.' Hey listen, I've got to set up the music. I got a new CD changer, of course the divorce only left me with 4 CD's to change."
925201,454,"Oh, that's too bad."
925301,454,I'll survive.
925401,455,"Uh, two larges, extra cheese on both. But listen, don't ring the buzzer for 19, ring 20, Geller-Green, they'll let you in, OK. If you buzz our door, there's no tip for you. OK, thanks. Pizza's on the way. I told you we wouldn't have to get up."
925501,455,What if we have to pee?
925601,455,I'll cancel the sodas.
925701,456,"You've got to get back out there, it's your party."
925801,456,"But they're so dull, they're all opthamologists."
925901,456,You're an opthamologist.
926001,456,"Only because my parents wanted me to be, I wanted to be a sherrif."
926101,456,"That's funny, no. Cadillac, cataract, I get it, no I get it, you stay out there."
926201,456,See.
926301,456,"Alright, I'll tell you what. I'll come get you in 5 minutes with some sort of um, kabob emergency."
926401,456,"OK. You better. Oh God, here we go. Hey wanna see 'em go nuts? Watch this. Who needs glasses?"
926501,456,You are so smitten.
926601,456,I am not.
926701,456,"Oh, you are so much the smitten kitten. You should ask him out."
926801,456,"Dr. Burke? I don't think so. I mean, like, he's a grown up."
926901,456,So. You two are totally into each other.
927001,456,"Phoebe, he's a friend of my parents. He's like 20 years older than me."
927101,456,"OK, so what, you're just never gonna see him again?"
927201,456,"Not never. I mean, I'm gonna see him tomorrow at my eye appointment."
927301,456,"Didn't you like, just get your eyes checked?"
927401,456,"Well yeah, but, you know, uh, 27 is a dangerous eye age."
927501,457,"C'mon, I'm not saying it was a bad movie, I'm just saying, you know, it was a little... hard to follow."
927601,457,I told you there was going to be sub-titles.
927701,457,"I know, I just didn't want to wear my glasses on my first date."
927801,457,Monica.
927901,457,It would really help when I'm kissing you if you didn't shout out my sister's name.
928001,457,"Honey, I'm just checking."
928101,457,Oh.
928201,457,Monica.
928301,457,Mon.
928401,457,Monica.
928501,457,Mon.
928601,457,"What, what."
928701,457,"I'm sorry. Oh God, I'm sorry, it's just that when you moved your hands down to my butt, it was like woah, Ross's hands are on my butt. Sorry."
928801,457,"And that's, that's funny why?"
928901,457,"Well it's not, honey I'm sorry, I guess I'm just nervous. I mean, it's you, y'know, it's us. I mean, we're crossing that line, sort of a big thing."
929001,457,"I, I know it's big, I just didn't know it was uh, ha-ha big."
929101,457,OK.
929201,457,"OK, my hands were no where near your butt."
929301,457,"I know, I know, I know, I know. I was just thinking about when they were there the last time, I'm sorry. I'm sorry, I'm sorry. OK, OK, look, woah, I promise, I'm good, I'm not gonna laugh anymore. OK put your hands back there."
929401,457,"No see now, now I can't because uh, I'm feeling too self conscious."
929501,457,Just one cheek.
929601,457,"Nuh, uh, the moment's gone."
929701,457,"Alright, just put your hands out and I'll back up into them."
929801,457,That's romantic.
929901,457,C'mon touch it.
930001,457,No.
930101,457,"Oh, come on squeeze it."
930201,457,No.
930301,457,Rub it.
930401,457,No.
930501,457,"Oh, come on, would you just grab my ass."
930601,458,"Wow, look at that. The car is on fire, yet somehow it's expensive paint job is protected by the Miracle Wax."
930701,458,You got a Cheeto on your face man.
930801,458,Hi.
930901,458,Hey.
931001,458,What're you doin' here? Aren't you supposed to be out with Rachel?
931101,458,That was 14 hours ago.
931201,458,So how'd it go?
931301,458,"Oh. Listen, have you ever been uh, you know, foolin' around with a girl and uh, she started laughin'?"
931401,458,"Yeah, but uh, it was 1982 and my flock of seagulls haircut was tickling her chin."
931501,458,She laughed at you?
931601,458,"Yeah. I don't know, I've been wanting this since like ninth grade typing, y'know. And I just want it to be perfect and right and... why isn't that laser beam cutting through the paint?"
931701,458,It's the Miracle Wax.
931801,458,It certainly is a miracle.
931901,458,Hi you guys.
932001,458,Hey.
932101,458,Hey.
932201,458,"Hi. Listen, I was um, thinkin' about..."
932301,458,"Listen can you guys uh, speak up, it's harder for us to hear you when you lower your voice."
932401,458,"OK, listen, I'm sorry about last night and I really want to make it up to you."
932501,458,"No, you, y'know there's no need to make it u... how?"
